alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
12.18 ,1.51 ,1.58 ,16.71 ,88.18 ,2.61 ,2.31 ,-0.20 ,1.52 ,2.83 ,1.35 ,2.54 ,471.82 ,1
14.20 ,1.73 ,2.78 ,17.50 ,98.08 ,2.41 ,2.68 ,0.46 ,1.85 ,3.77 ,1.47 ,4.22 ,976.98 ,0
12.82 ,0.69 ,2.67 ,16.21 ,99.77 ,2.17 ,2.18 ,0.47 ,1.89 ,2.23 ,1.14 ,3.01 ,434.87 ,1
12.43 ,2.06 ,2.45 ,20.37 ,81.11 ,2.23 ,1.57 ,0.30 ,1.59 ,3.40 ,1.29 ,3.07 ,681.13 ,1
13.63 ,1.95 ,2.34 ,13.53 ,114.28 ,3.52 ,3.42 ,0.21 ,2.07 ,6.33 ,0.86 ,3.13 ,1215.66 ,0
11.70 ,1.18 ,2.01 ,15.21 ,81.34 ,2.26 ,2.55 ,0.24 ,1.72 ,3.10 ,1.06 ,2.94 ,445.04 ,1
14.33 ,2.06 ,2.65 ,16.04 ,112.21 ,4.55 ,3.41 ,0.30 ,2.55 ,7.65 ,0.95 ,3.42 ,1528.35 ,0
11.78 ,3.27 ,2.47 ,19.60 ,105.65 ,1.40 ,0.98 ,0.34 ,1.11 ,5.28 ,0.99 ,1.53 ,641.01 ,2
14.66 ,1.56 ,2.92 ,20.59 ,137.63 ,2.57 ,2.88 ,0.58 ,1.21 ,5.65 ,1.12 ,3.41 ,1294.73 ,0
12.11 ,2.55 ,2.40 ,18.34 ,83.88 ,2.18 ,1.96 ,0.28 ,1.82 ,2.54 ,0.80 ,3.26 ,294.83 ,1
14.73 ,3.44 ,2.53 ,21.61 ,93.60 ,2.07 ,0.54 ,0.22 ,1.02 ,7.33 ,0.16 ,1.52 ,624.84 ,2
11.72 ,5.01 ,2.52 ,22.47 ,92.13 ,1.37 ,0.77 ,0.63 ,0.54 ,4.09 ,0.73 ,1.33 ,769.84 ,2
11.35 ,2.24 ,2.49 ,20.12 ,84.81 ,2.31 ,2.44 ,0.37 ,1.54 ,2.66 ,0.61 ,3.50 ,359.47 ,1
11.77 ,5.42 ,2.90 ,26.01 ,100.90 ,1.68 ,0.32 ,0.75 ,1.45 ,5.26 ,0.55 ,1.75 ,528.10 ,2
11.85 ,2.20 ,2.09 ,18.92 ,99.83 ,2.44 ,2.55 ,0.47 ,1.05 ,2.93 ,1.59 ,2.72 ,649.58 ,1
12.44 ,2.83 ,2.93 ,21.78 ,118.84 ,3.01 ,2.57 ,0.17 ,2.11 ,4.30 ,1.12 ,3.08 ,802.25 ,0
13.51 ,1.91 ,2.72 ,30.83 ,131.37 ,3.19 ,3.06 ,0.19 ,1.84 ,3.45 ,1.61 ,3.61 ,941.46 ,1
13.52 ,1.64 ,2.93 ,15.27 ,110.63 ,2.94 ,3.61 ,0.51 ,1.88 ,8.01 ,1.37 ,2.69 ,1835.84 ,0
12.92 ,3.86 ,2.82 ,21.76 ,105.27 ,1.87 ,0.61 ,-0.04 ,1.51 ,7.25 ,0.99 ,1.40 ,694.27 ,2
13.55 ,2.59 ,2.40 ,19.37 ,86.44 ,1.28 ,0.43 ,0.63 ,0.56 ,4.94 ,0.90 ,2.46 ,770.67 ,2
11.36 ,2.26 ,2.49 ,20.12 ,84.70 ,2.31 ,2.44 ,0.37 ,1.54 ,2.73 ,0.61 ,3.53 ,355.16 ,1
13.21 ,1.74 ,2.38 ,13.25 ,104.34 ,2.39 ,2.55 ,0.24 ,2.14 ,5.06 ,0.96 ,3.67 ,1232.57 ,0
14.02 ,0.82 ,2.50 ,18.02 ,114.41 ,2.10 ,1.26 ,0.70 ,0.23 ,3.10 ,1.22 ,1.84 ,767.88 ,1
11.89 ,1.72 ,2.28 ,20.06 ,94.06 ,2.04 ,2.18 ,0.34 ,1.46 ,3.73 ,1.17 ,3.22 ,656.31 ,1
12.68 ,2.26 ,2.98 ,23.30 ,90.31 ,3.00 ,2.12 ,0.28 ,1.47 ,2.66 ,0.62 ,3.69 ,405.30 ,1
14.19 ,3.77 ,2.02 ,19.78 ,101.37 ,2.70 ,2.41 ,0.19 ,1.22 ,5.27 ,1.14 ,3.39 ,1040.27 ,0
12.31 ,1.76 ,2.32 ,19.52 ,88.50 ,2.06 ,1.69 ,0.42 ,1.45 ,2.12 ,1.23 ,3.12 ,517.34 ,1
13.58 ,1.81 ,2.42 ,23.21 ,111.10 ,2.31 ,1.56 ,0.39 ,1.84 ,7.36 ,0.29 ,1.20 ,391.34 ,2
10.91 ,1.74 ,1.92 ,25.11 ,73.15 ,1.88 ,1.79 ,0.15 ,1.07 ,1.46 ,0.96 ,3.75 ,576.84 ,1
13.20 ,2.72 ,2.32 ,18.14 ,103.16 ,1.26 ,0.83 ,0.27 ,0.57 ,5.73 ,0.67 ,2.06 ,459.60 ,2
11.95 ,3.91 ,2.27 ,21.04 ,118.26 ,1.24 ,1.27 ,0.11 ,1.11 ,9.17 ,0.51 ,1.43 ,571.43 ,2
13.41 ,1.43 ,2.98 ,23.89 ,79.99 ,2.95 ,2.69 ,0.35 ,2.02 ,3.72 ,1.56 ,3.41 ,438.62 ,1
11.82 ,4.59 ,1.98 ,17.92 ,121.02 ,1.33 ,0.37 ,0.18 ,1.14 ,8.42 ,0.82 ,2.03 ,883.60 ,2
13.34 ,2.84 ,2.47 ,19.45 ,84.16 ,3.12 ,2.17 ,-0.05 ,1.05 ,1.57 ,1.23 ,2.67 ,317.39 ,1
14.11 ,4.73 ,2.25 ,23.55 ,101.83 ,1.39 ,0.71 ,0.33 ,1.73 ,8.40 ,0.63 ,1.46 ,726.48 ,2
12.75 ,3.81 ,2.49 ,21.86 ,110.68 ,1.79 ,1.11 ,0.37 ,0.75 ,4.58 ,0.70 ,1.45 ,548.34 ,2
11.03 ,1.25 ,2.97 ,21.92 ,83.49 ,2.22 ,2.12 ,0.52 ,1.17 ,2.59 ,0.52 ,3.54 ,377.62 ,1
12.76 ,2.78 ,2.16 ,17.78 ,117.70 ,2.04 ,1.36 ,0.48 ,0.68 ,2.39 ,1.00 ,2.54 ,546.98 ,1
12.76 ,1.07 ,2.04 ,15.88 ,93.03 ,2.31 ,0.60 ,0.92 ,1.16 ,4.87 ,0.90 ,1.31 ,609.71 ,2
13.14 ,0.99 ,1.71 ,14.26 ,72.13 ,2.92 ,2.85 ,0.48 ,2.29 ,5.03 ,1.30 ,3.35 ,505.31 ,1
12.29 ,1.77 ,2.32 ,19.54 ,88.30 ,2.05 ,1.70 ,0.42 ,1.45 ,2.13 ,1.24 ,3.11 ,512.27 ,1
12.01 ,1.25 ,2.34 ,15.25 ,99.22 ,2.04 ,1.48 ,0.66 ,0.52 ,5.65 ,1.03 ,1.35 ,495.07 ,1
10.96 ,2.57 ,1.82 ,19.17 ,103.45 ,2.54 ,2.50 ,0.13 ,1.84 ,3.65 ,0.98 ,3.37 ,580.79 ,1
12.83 ,3.11 ,2.54 ,18.03 ,102.66 ,1.67 ,0.89 ,0.69 ,1.60 ,9.71 ,0.53 ,1.47 ,630.82 ,2
12.25 ,5.82 ,2.55 ,24.21 ,96.76 ,1.59 ,0.84 ,0.38 ,1.39 ,5.03 ,0.58 ,1.82 ,536.29 ,2
12.41 ,1.77 ,2.07 ,19.34 ,78.54 ,2.46 ,2.29 ,-0.15 ,1.32 ,2.97 ,1.20 ,3.54 ,338.73 ,1
12.07 ,1.76 ,2.15 ,21.22 ,88.66 ,1.83 ,1.54 ,0.51 ,1.84 ,1.74 ,1.03 ,3.46 ,522.70 ,1
13.24 ,2.18 ,2.62 ,13.54 ,94.38 ,3.27 ,3.54 ,-0.02 ,2.01 ,5.61 ,0.87 ,3.45 ,1021.34 ,0
11.99 ,3.87 ,2.35 ,19.63 ,99.42 ,2.33 ,2.35 ,0.24 ,2.07 ,4.56 ,1.18 ,3.51 ,768.09 ,0
15.27 ,1.69 ,1.95 ,14.72 ,86.30 ,2.78 ,2.20 ,0.16 ,2.09 ,4.30 ,1.35 ,3.78 ,1138.31 ,0
13.19 ,3.20 ,2.29 ,17.48 ,103.94 ,2.08 ,0.92 ,0.83 ,1.72 ,11.00 ,0.21 ,1.53 ,686.54 ,2
12.43 ,1.96 ,2.49 ,17.87 ,100.74 ,3.33 ,3.50 ,0.27 ,1.46 ,5.52 ,1.05 ,3.18 ,1288.67 ,0
12.41 ,3.50 ,1.73 ,17.02 ,83.79 ,1.86 ,0.99 ,0.26 ,0.59 ,2.99 ,0.26 ,1.87 ,401.99 ,1
13.02 ,2.53 ,2.11 ,18.44 ,114.67 ,1.52 ,0.67 ,0.36 ,1.41 ,8.48 ,0.47 ,1.69 ,877.50 ,2
14.68 ,1.57 ,2.92 ,20.58 ,137.59 ,2.54 ,2.87 ,0.58 ,1.20 ,5.62 ,1.12 ,3.40 ,1290.51 ,0
13.68 ,4.31 ,2.63 ,20.09 ,78.15 ,1.77 ,0.56 ,0.23 ,0.97 ,7.25 ,0.68 ,1.83 ,610.40 ,2
14.57 ,2.39 ,2.68 ,21.91 ,115.06 ,1.20 ,0.94 ,0.61 ,1.54 ,9.20 ,0.83 ,1.62 ,710.05 ,2
13.82 ,1.35 ,2.45 ,16.38 ,100.05 ,2.99 ,3.07 ,0.27 ,1.36 ,4.98 ,1.01 ,2.89 ,1090.40 ,0
13.23 ,1.27 ,2.05 ,22.42 ,89.25 ,2.72 ,3.27 ,0.61 ,1.72 ,4.14 ,0.75 ,2.94 ,344.07 ,1
11.56 ,2.43 ,2.48 ,18.53 ,94.56 ,1.83 ,2.29 ,0.30 ,1.13 ,4.08 ,1.32 ,2.54 ,630.11 ,1
13.43 ,1.61 ,2.79 ,17.65 ,108.93 ,1.99 ,2.49 ,0.17 ,1.56 ,4.38 ,1.08 ,2.51 ,1154.36 ,0
13.30 ,1.53 ,1.97 ,20.56 ,81.12 ,2.59 ,2.17 ,0.20 ,1.86 ,2.36 ,1.28 ,3.31 ,283.49 ,1
12.81 ,3.04 ,2.17 ,18.40 ,85.06 ,2.83 ,3.15 ,0.81 ,2.43 ,2.54 ,1.18 ,2.55 ,386.94 ,1
11.38 ,2.66 ,2.05 ,16.66 ,120.32 ,1.97 ,1.09 ,0.49 ,0.96 ,3.25 ,0.93 ,2.60 ,468.34 ,1
11.88 ,1.52 ,2.03 ,16.67 ,99.71 ,1.51 ,1.82 ,0.20 ,0.94 ,4.18 ,1.07 ,2.33 ,388.17 ,1
11.42 ,1.31 ,1.99 ,17.63 ,100.81 ,2.31 ,2.47 ,0.57 ,1.94 ,2.69 ,1.05 ,3.06 ,303.46 ,1
10.89 ,1.25 ,1.80 ,17.14 ,76.23 ,1.62 ,2.18 ,0.71 ,1.78 ,3.51 ,0.97 ,3.27 ,484.17 ,1
13.08 ,2.85 ,2.21 ,18.84 ,112.12 ,1.46 ,0.77 ,0.39 ,0.82 ,5.41 ,1.10 ,1.45 ,486.09 ,2
14.70 ,4.03 ,2.63 ,25.06 ,86.88 ,1.89 ,0.79 ,0.69 ,1.37 ,8.37 ,0.30 ,1.67 ,508.88 ,2
12.87 ,5.34 ,2.84 ,22.01 ,99.29 ,1.58 ,0.45 ,0.44 ,1.04 ,8.05 ,1.15 ,1.87 ,718.99 ,2
12.49 ,1.78 ,2.21 ,19.29 ,80.12 ,2.58 ,2.56 ,0.44 ,1.89 ,4.00 ,1.39 ,3.00 ,716.75 ,1
13.28 ,1.99 ,2.26 ,22.14 ,111.52 ,2.16 ,2.04 ,0.43 ,1.57 ,2.13 ,1.29 ,3.29 ,366.75 ,1
13.61 ,2.36 ,2.16 ,22.65 ,82.12 ,1.63 ,1.71 ,0.33 ,1.55 ,2.52 ,1.17 ,2.78 ,296.19 ,1
13.19 ,2.07 ,2.26 ,23.31 ,83.42 ,1.45 ,2.09 ,0.43 ,1.75 ,2.86 ,0.99 ,2.43 ,455.50 ,1
13.28 ,1.53 ,1.97 ,20.46 ,80.98 ,2.60 ,2.18 ,0.21 ,1.88 ,2.35 ,1.27 ,3.32 ,280.48 ,1
11.79 ,1.62 ,2.23 ,22.82 ,84.43 ,1.35 ,1.64 ,0.77 ,1.80 ,3.35 ,1.20 ,2.02 ,462.73 ,1
11.63 ,2.87 ,2.17 ,23.45 ,88.30 ,1.42 ,1.77 ,0.60 ,1.50 ,2.96 ,0.77 ,3.37 ,345.43 ,1
12.59 ,2.81 ,1.79 ,18.23 ,95.46 ,2.85 ,2.42 ,0.42 ,2.05 ,1.75 ,1.00 ,3.44 ,319.00 ,1
13.55 ,1.91 ,3.02 ,27.22 ,114.55 ,2.51 ,2.67 ,0.49 ,1.94 ,3.71 ,0.79 ,2.93 ,832.30 ,0
15.03 ,1.89 ,2.61 ,11.01 ,84.30 ,3.32 ,3.66 ,0.24 ,3.07 ,5.19 ,1.51 ,2.36 ,1044.28 ,0
11.74 ,2.93 ,2.88 ,23.66 ,102.27 ,2.02 ,0.26 ,0.37 ,1.10 ,5.10 ,1.00 ,2.33 ,564.44 ,2
14.28 ,1.45 ,2.49 ,24.25 ,81.26 ,3.14 ,2.59 ,0.12 ,2.00 ,3.56 ,1.13 ,3.44 ,424.10 ,1
13.64 ,3.07 ,2.05 ,18.59 ,95.46 ,0.94 ,0.85 ,0.48 ,1.09 ,5.66 ,0.48 ,1.34 ,509.32 ,2
11.83 ,6.26 ,2.26 ,25.16 ,93.15 ,1.95 ,0.36 ,0.70 ,0.87 ,4.67 ,0.63 ,1.87 ,515.99 ,2
13.40 ,1.42 ,2.98 ,23.93 ,80.00 ,2.95 ,2.70 ,0.35 ,2.01 ,3.74 ,1.56 ,3.42 ,433.75 ,1
14.74 ,3.40 ,2.54 ,21.54 ,93.52 ,2.06 ,0.55 ,0.22 ,1.01 ,7.40 ,0.16 ,1.53 ,614.65 ,2
13.72 ,2.37 ,2.07 ,19.01 ,95.30 ,1.25 ,0.53 ,0.07 ,0.84 ,5.55 ,0.78 ,2.42 ,703.08 ,2
15.03 ,1.96 ,2.22 ,15.67 ,100.29 ,2.55 ,2.39 ,0.20 ,2.07 ,5.73 ,0.99 ,4.03 ,1201.41 ,0
14.97 ,2.01 ,2.17 ,17.95 ,106.98 ,2.45 ,3.44 ,0.08 ,1.94 ,9.96 ,1.03 ,3.12 ,1297.96 ,0
12.53 ,1.86 ,1.85 ,12.78 ,99.06 ,3.19 ,3.35 ,0.10 ,2.44 ,7.66 ,1.25 ,3.19 ,1128.03 ,0
12.48 ,2.04 ,2.22 ,17.02 ,95.93 ,3.04 ,2.57 ,0.06 ,1.54 ,3.65 ,0.82 ,3.06 ,356.46 ,1
13.04 ,1.04 ,2.21 ,21.05 ,110.81 ,1.51 ,0.70 ,0.62 ,1.47 ,7.84 ,0.57 ,1.52 ,615.91 ,2
13.17 ,2.03 ,2.48 ,17.54 ,134.50 ,3.66 ,2.81 ,0.08 ,2.29 ,5.63 ,1.00 ,3.48 ,747.45 ,0
11.99 ,4.24 ,2.12 ,21.67 ,110.40 ,1.66 ,1.07 ,0.25 ,1.10 ,8.91 ,0.39 ,1.63 ,593.51 ,2
12.00 ,3.47 ,2.93 ,18.70 ,94.19 ,1.71 ,0.33 ,0.20 ,1.22 ,11.02 ,0.91 ,1.54 ,670.78 ,2
14.10 ,3.51 ,2.20 ,21.85 ,103.72 ,1.26 ,0.31 ,0.57 ,1.31 ,3.96 ,0.61 ,1.66 ,769.52 ,2
14.37 ,4.25 ,2.22 ,21.62 ,100.46 ,1.59 ,0.81 ,0.50 ,1.37 ,6.93 ,0.70 ,1.37 ,719.27 ,2
12.74 ,5.28 ,2.36 ,23.06 ,93.22 ,1.88 ,0.52 ,0.52 ,1.31 ,7.03 ,0.39 ,1.65 ,765.67 ,2
13.25 ,1.88 ,2.90 ,24.62 ,90.23 ,1.79 ,1.59 ,0.68 ,1.87 ,3.05 ,1.67 ,2.05 ,449.31 ,1
11.14 ,1.69 ,3.59 ,26.15 ,124.25 ,3.44 ,5.17 ,0.47 ,2.22 ,5.70 ,1.22 ,3.49 ,449.13 ,1
11.88 ,2.80 ,2.52 ,20.06 ,117.22 ,1.69 ,0.84 ,0.01 ,1.45 ,8.85 ,0.45 ,1.45 ,834.18 ,2
13.50 ,1.05 ,2.25 ,15.03 ,140.65 ,2.28 ,1.83 ,0.43 ,2.72 ,3.21 ,1.50 ,2.65 ,800.32 ,1
12.57 ,1.35 ,2.40 ,22.10 ,98.21 ,0.98 ,0.65 ,0.22 ,1.36 ,3.18 ,0.75 ,1.84 ,951.02 ,1
12.75 ,1.05 ,2.04 ,15.87 ,92.88 ,2.31 ,0.61 ,0.92 ,1.15 ,4.86 ,0.90 ,1.30 ,604.48 ,2
14.28 ,2.08 ,2.84 ,16.07 ,116.59 ,2.89 ,2.59 ,0.56 ,1.54 ,6.43 ,1.69 ,3.24 ,1244.86 ,0
14.69 ,3.77 ,2.38 ,23.30 ,88.54 ,1.94 ,1.11 ,0.80 ,1.28 ,10.02 ,0.80 ,1.55 ,565.45 ,2
13.25 ,1.27 ,2.05 ,22.52 ,89.05 ,2.73 ,3.28 ,0.61 ,1.73 ,4.12 ,0.75 ,2.94 ,343.38 ,1
11.68 ,0.73 ,1.83 ,9.86 ,90.19 ,2.10 ,0.61 ,0.24 ,0.44 ,1.90 ,0.82 ,1.91 ,482.71 ,1
13.27 ,1.86 ,2.90 ,24.65 ,90.23 ,1.78 ,1.57 ,0.68 ,1.88 ,3.03 ,1.67 ,2.04 ,454.19 ,1
11.87 ,2.12 ,2.64 ,17.39 ,86.52 ,2.01 ,1.36 ,0.42 ,1.64 ,2.99 ,1.24 ,2.40 ,455.54 ,1
12.59 ,3.19 ,2.24 ,23.64 ,103.87 ,1.82 ,0.73 ,0.23 ,1.47 ,4.50 ,0.39 ,1.53 ,810.95 ,2
11.17 ,2.90 ,1.97 ,18.99 ,100.63 ,3.04 ,2.23 ,0.60 ,1.10 ,2.69 ,0.94 ,3.15 ,406.60 ,1
13.42 ,1.99 ,2.38 ,14.50 ,89.08 ,2.69 ,2.95 ,0.55 ,2.06 ,5.06 ,1.45 ,3.03 ,1306.75 ,0
12.83 ,5.12 ,2.31 ,22.60 ,85.04 ,1.69 ,0.39 ,0.69 ,1.60 ,7.85 ,0.21 ,1.48 ,737.53 ,2
13.94 ,3.24 ,2.59 ,22.32 ,119.39 ,1.01 ,1.21 ,0.51 ,1.49 ,8.83 ,0.66 ,1.44 ,465.25 ,2
13.30 ,1.55 ,1.96 ,20.45 ,81.16 ,2.59 ,2.15 ,0.21 ,1.86 ,2.40 ,1.28 ,3.31 ,278.44 ,1
11.41 ,2.33 ,2.71 ,21.67 ,103.12 ,1.07 ,1.06 ,0.26 ,0.61 ,5.33 ,1.07 ,0.92 ,543.33 ,2
11.81 ,2.23 ,2.37 ,18.00 ,94.86 ,3.03 ,2.80 ,0.45 ,1.62 ,3.35 ,0.97 ,3.42 ,677.50 ,1
13.88 ,3.41 ,1.99 ,21.31 ,85.83 ,1.37 ,0.27 ,0.22 ,1.32 ,10.97 ,0.62 ,1.90 ,618.67 ,2
11.49 ,3.09 ,3.08 ,27.87 ,100.39 ,2.18 ,0.80 ,0.51 ,1.13 ,7.11 ,0.67 ,1.82 ,823.96 ,2
12.86 ,2.93 ,2.44 ,25.06 ,117.07 ,1.57 ,1.78 ,-0.06 ,1.27 ,8.85 ,0.52 ,1.29 ,523.64 ,2
14.67 ,1.57 ,2.92 ,20.56 ,137.55 ,2.54 ,2.85 ,0.58 ,1.21 ,5.67 ,1.12 ,3.40 ,1291.67 ,0
12.66 ,3.88 ,2.66 ,20.06 ,121.86 ,1.62 ,0.23 ,0.33 ,1.09 ,9.95 ,0.50 ,1.33 ,886.90 ,2
11.11 ,4.21 ,2.68 ,19.40 ,87.49 ,3.25 ,2.92 ,0.37 ,3.12 ,3.33 ,0.88 ,3.46 ,363.82 ,1
11.00 ,1.09 ,2.84 ,18.65 ,97.38 ,1.51 ,1.89 ,0.53 ,1.10 ,3.06 ,1.78 ,2.00 ,349.58 ,1
13.61 ,3.46 ,2.92 ,23.16 ,90.98 ,1.26 ,0.54 ,0.36 ,0.57 ,4.15 ,1.02 ,2.09 ,562.00 ,2
12.69 ,1.53 ,2.49 ,18.55 ,112.85 ,2.89 ,3.66 ,0.08 ,1.99 ,7.07 ,1.20 ,3.06 ,1470.57 ,0
14.20 ,3.77 ,2.02 ,19.80 ,101.47 ,2.71 ,2.39 ,0.19 ,1.23 ,5.28 ,1.14 ,3.40 ,1042.22 ,0
12.50 ,1.68 ,2.23 ,11.63 ,94.89 ,2.64 ,1.97 ,0.41 ,1.00 ,4.60 ,1.08 ,3.36 ,1144.23 ,0
15.60 ,4.15 ,2.55 ,20.51 ,115.32 ,2.87 ,2.82 ,0.53 ,1.59 ,4.57 ,1.01 ,3.55 ,1048.12 ,0
13.53 ,2.62 ,2.40 ,19.40 ,85.97 ,1.28 ,0.46 ,0.63 ,0.58 ,4.96 ,0.90 ,2.45 ,775.14 ,2
12.73 ,0.68 ,1.96 ,18.12 ,103.81 ,2.62 ,1.61 ,0.43 ,1.13 ,2.76 ,0.91 ,1.85 ,762.56 ,1
11.01 ,1.24 ,2.96 ,21.91 ,83.92 ,2.24 ,2.12 ,0.52 ,1.18 ,2.56 ,0.52 ,3.54 ,377.69 ,1
13.53 ,1.73 ,2.74 ,16.80 ,121.80 ,2.95 ,2.77 ,0.22 ,1.69 ,6.72 ,1.21 ,3.05 ,1274.56 ,0
13.61 ,2.40 ,2.16 ,22.69 ,82.23 ,1.64 ,1.72 ,0.33 ,1.56 ,2.51 ,1.17 ,2.79 ,294.42 ,1
14.25 ,1.99 ,2.37 ,19.28 ,116.30 ,2.91 ,2.96 ,0.16 ,2.66 ,5.82 ,1.07 ,3.00 ,1162.57 ,0
12.45 ,1.72 ,2.62 ,14.78 ,97.40 ,3.08 ,2.87 ,0.09 ,1.16 ,5.31 ,0.83 ,3.39 ,1224.32 ,0
14.24 ,1.79 ,2.84 ,18.79 ,108.44 ,3.11 ,3.53 ,0.36 ,1.61 ,6.83 ,1.60 ,2.83 ,1214.57 ,0
14.53 ,1.77 ,2.75 ,16.55 ,114.72 ,3.60 ,3.65 ,0.27 ,1.78 ,8.09 ,0.72 ,2.45 ,1719.72 ,0
15.42 ,1.75 ,2.24 ,15.38 ,94.17 ,2.86 ,2.52 ,0.44 ,2.14 ,4.29 ,1.15 ,3.73 ,1143.30 ,0
11.30 ,1.88 ,2.25 ,15.00 ,97.82 ,1.50 ,1.93 ,0.43 ,1.40 ,3.52 ,1.07 ,2.27 ,459.63 ,1
12.04 ,4.84 ,2.59 ,27.54 ,105.34 ,2.27 ,2.09 ,0.23 ,1.55 ,1.93 ,1.18 ,3.63 ,334.25 ,1
12.89 ,5.33 ,2.85 ,21.99 ,99.31 ,1.58 ,0.42 ,0.44 ,1.05 ,8.01 ,1.15 ,1.87 ,715.69 ,2
12.51 ,1.46 ,2.58 ,18.73 ,104.82 ,2.51 ,2.02 ,0.15 ,1.71 ,3.84 ,1.02 ,2.73 ,1103.57 ,0
13.14 ,1.71 ,1.69 ,16.10 ,93.02 ,2.05 ,2.54 ,0.40 ,1.98 ,5.23 ,1.25 ,3.05 ,1347.83 ,0
13.59 ,3.47 ,2.92 ,23.13 ,90.73 ,1.27 ,0.55 ,0.35 ,0.58 ,4.12 ,1.02 ,2.09 ,568.37 ,2
13.78 ,5.12 ,2.42 ,21.37 ,84.02 ,2.46 ,2.57 ,0.07 ,2.40 ,2.50 ,0.82 ,3.06 ,374.65 ,1
13.74 ,2.15 ,2.70 ,19.14 ,113.45 ,2.73 ,3.12 ,0.07 ,2.49 ,6.38 ,1.03 ,2.86 ,1430.82 ,0
12.86 ,2.93 ,2.45 ,25.09 ,117.02 ,1.58 ,1.77 ,-0.06 ,1.28 ,8.84 ,0.52 ,1.27 ,519.38 ,2
12.17 ,1.45 ,2.76 ,19.17 ,106.14 ,2.76 ,3.58 ,0.21 ,1.41 ,6.45 ,1.22 ,3.63 ,1335.68 ,0
14.02 ,1.56 ,2.53 ,14.03 ,117.15 ,2.20 ,2.53 ,0.32 ,1.08 ,4.04 ,0.91 ,2.72 ,879.93 ,0
11.46 ,1.11 ,1.94 ,17.58 ,104.71 ,2.10 ,1.53 ,0.78 ,0.61 ,6.50 ,1.30 ,1.80 ,455.86 ,1
13.97 ,1.65 ,2.54 ,16.79 ,98.07 ,2.20 ,2.18 ,0.15 ,1.23 ,4.54 ,0.88 ,3.35 ,1022.14 ,0
12.46 ,1.73 ,2.62 ,14.82 ,97.33 ,3.09 ,2.86 ,0.09 ,1.17 ,5.33 ,0.83 ,3.38 ,1230.31 ,0
13.23 ,1.99 ,2.27 ,22.11 ,111.75 ,2.16 ,2.03 ,0.43 ,1.57 ,2.11 ,1.29 ,3.31 ,369.83 ,1
11.69 ,0.74 ,1.84 ,9.83 ,90.15 ,2.09 ,0.62 ,0.24 ,0.44 ,1.93 ,0.82 ,1.92 ,490.83 ,1
12.05 ,3.65 ,2.17 ,14.51 ,86.08 ,1.71 ,1.14 ,0.36 ,0.45 ,3.12 ,0.67 ,2.24 ,336.04 ,1
16.21 ,1.71 ,2.12 ,13.02 ,102.53 ,3.49 ,2.73 ,-0.08 ,2.16 ,5.36 ,0.91 ,3.19 ,1135.17 ,0
12.15 ,4.00 ,1.66 ,18.22 ,109.51 ,2.87 ,2.72 ,0.11 ,3.02 ,3.28 ,0.22 ,2.89 ,573.80 ,1
12.44 ,1.10 ,2.57 ,22.94 ,110.62 ,3.57 ,2.10 ,-0.20 ,1.87 ,3.20 ,0.91 ,3.17 ,873.32 ,1
12.42 ,1.78 ,3.04 ,17.52 ,114.95 ,3.14 ,3.29 ,0.47 ,1.74 ,7.72 ,1.48 ,2.96 ,1590.24 ,0
13.16 ,1.68 ,1.69 ,16.16 ,93.21 ,2.06 ,2.53 ,0.40 ,1.98 ,5.16 ,1.25 ,3.03 ,1347.31 ,0
12.11 ,2.55 ,2.40 ,18.35 ,84.08 ,2.16 ,1.97 ,0.28 ,1.84 ,2.57 ,0.80 ,3.26 ,292.07 ,1
14.51 ,2.51 ,2.64 ,17.59 ,118.24 ,1.64 ,0.86 ,0.57 ,1.44 ,8.57 ,0.24 ,1.50 ,797.73 ,2
12.74 ,3.53 ,2.26 ,21.76 ,105.13 ,1.57 ,1.20 ,0.77 ,0.95 ,10.18 ,0.81 ,1.54 ,640.05 ,2
12.25 ,1.36 ,2.17 ,14.44 ,97.39 ,2.31 ,2.70 ,0.43 ,1.25 ,3.96 ,1.24 ,2.81 ,1015.36 ,0
13.59 ,3.46 ,2.93 ,23.14 ,90.84 ,1.26 ,0.56 ,0.36 ,0.59 ,4.10 ,1.02 ,2.09 ,565.38 ,2
12.30 ,1.42 ,1.97 ,23.92 ,91.62 ,1.39 ,1.91 ,0.83 ,1.65 ,3.47 ,1.33 ,2.48 ,521.93 ,1
12.39 ,1.86 ,2.28 ,19.53 ,87.96 ,1.90 ,1.71 ,0.56 ,1.81 ,2.23 ,0.99 ,2.06 ,442.23 ,1
12.60 ,2.82 ,1.80 ,18.27 ,95.23 ,2.85 ,2.43 ,0.42 ,2.04 ,1.72 ,1.00 ,3.44 ,318.19 ,1
12.11 ,2.62 ,2.75 ,20.15 ,116.28 ,1.29 ,0.80 ,0.75 ,1.69 ,9.93 ,0.84 ,1.70 ,820.67 ,2
13.72 ,1.16 ,2.66 ,18.54 ,85.23 ,2.46 ,3.38 ,0.27 ,1.84 ,6.20 ,1.20 ,3.07 ,1167.85 ,0
11.02 ,1.25 ,2.97 ,21.95 ,83.56 ,2.24 ,2.10 ,0.52 ,1.16 ,2.59 ,0.52 ,3.56 ,375.31 ,1
